afcd_code,name,kcal_per_100g,protein_g_per_100g,fat_g_per_100g,carbs_g_per_100g,fibre_g_per_100g
F003832,"Fig, dried",258.6,3.6,0.7,54.5,14.3
F004244,"Goji berry, dried",297.3,11.9,3.7,49.1,11.2
F004253,"Grape, black muscatel (muscat), raw",83.4,1.1,0.1,18.8,2.7
F004254,"Grape, black sultana, raw",66.4,1.2,0.1,14.0,3.3
F004256,"Grape, cornichon, raw",61.4,1.3,0.1,12.7,2.5
F004260,"Grape, green, raw",66.2,0.8,0.0,15.8,1.0
F004259,"Grape, red globe, raw",75.0,0.8,0.1,17.1,2.2
F004261,"Grape, waltham cross, raw",67.2,0.8,0.1,14.4,3.5
F011002,"Grapefruit, pink flesh, peeled, raw",40.2,0.8,0.0,7.7,1.4
F004262,"Grapefruit, yellow flesh, peeled, raw",39.2,0.9,0.2,6.5,2.2
F004286,"Guava, Hawaiian, raw",34.4,0.7,0.5,3.5,5.4
F004594,"Jackfruit, peeled, raw",82.9,2.2,0.3,16.7,3.0
F004816,"Kiwifruit, green (hayward), peeled, raw",55.0,1.2,0.7,9.1,3.0
F004815,"Kiwifruit, gold, peeled, raw",58.3,1.2,0.5,11.1,1.8
F005174,"Lemon, peeled, raw",26.5,0.6,0.1,1.8,2.0
F005172,"Lemon peel, raw",28.9,1.5,0.3,0.0,10.6
F005175,"Lemon, preserved",23.7,0.7,0.1,1.3,3.2
F005199,"Lime, peeled, raw",28.0,0.8,0.1,1.2,3.6
F005198,"Lime, native, fruit",32.7,0.1,2.7,0.4,3.6
F005244,"Loquat, peeled, raw",29.2,1.0,0.2,4.9,1.7
F005255,"Lychee, peeled, raw",71.2,0.8,0.0,16.8,1.2
F009886,"Lychee, peeled, frozen",73.4,0.9,0.0,17.3,1.3
F005293,"Mandarin, peeled, raw",47.1,0.8,0.2,9.8,1.6
F005288,"Mandarin, canned in syrup",57.4,0.4,0.1,13.5,0.6
F005289,"Mandarin, canned in syrup, drained",60.7,0.5,0.2,13.8,1.1
F005292,"Mandarin, canned in syrup, syrup only",53.3,0.2,0.0,13.2,0.0
F005299,"Mango, peeled, raw",53.5,0.4,0.0,12.6,1.3
F009887,"Mango, peeled, frozen",55.2,0.4,0.0,12.9,1.3
F005300,"Mango, pulped, canned",58.8,0.4,0.0,14.0,1.2
F005516,"Melon, honey dew, white skin, peeled, raw",35.6,0.7,0.3,7.1,1.0
F005517,"Melon, honey dew, yellow skin, peeled, raw",25.6,0.8,0.3,4.4,0.9
F005515,"Melon, honey dew, peeled, raw",30.1,0.4,0.0,6.9,0.8
F005519,"Melon, rockmelon, peeled, raw",23.9,0.6,0.0,4.8,1.0
F005520,"Melon, watermelon, peeled, raw",31.1,0.6,0.0,7.1,0.4
F005916,"Mulberry, raw",33.2,2.2,0.2,4.3,2.2
F009882,"Nectarine, white, unpeeled, raw",35.9,0.8,0.0,6.7,2.8
F006021,"Nectarine, yellow, unpeeled, raw",38.5,0.8,0.0,7.9,1.6
F006276,"Orange, navel, peeled, raw",41.3,1.0,0.0,8.2,2.2
F006279,"Orange, valencia, peeled, raw",41.8,1.0,0.0,8.2,2.4
F006277,"Orange, peeled, raw",41.6,1.0,0.0,8.2,2.3
F006333,"Passionfruit, raw",79.1,2.8,1.4,6.9,11.0
F009888,"Passionfruit, pulp, frozen",81.3,2.9,1.5,7.1,11.2
F006332,"Passionfruit, pulp, canned",104.7,1.4,0.7,20.4,5.5
F006528,"Pawpaw (papaya), peeled, raw",39.9,0.4,0.0,8.4,2.1
F011001,"Papaya, red, peeled, raw",53.8,0.5,0.0,11.8,2.2
F011000,"Papaya, yellow, peeled, raw",30.1,0.5,0.0,6.4,1.9
F006571,"Peach, white, unpeeled, raw",34.7,0.7,0.0,7.5,1.6
F006573,"Peach, yellow, unpeeled, raw",38.5,0.7,0.0,8.0,1.6
F006553,"Peach, canned in pear juice",44.0,0.6,0.0,9.5,1.3
F006554,"Peach, canned in pear juice, drained",45.7,0.8,0.1,9.4,2.0
F006555,"Peach, canned in pear juice, juice only",41.6,0.4,0.0,9.6,0.3
F006606,"Pear, Packham's triumph, unpeeled, raw",55.2,0.4,0.0,12.5,3.0
F006612,"Pear, William Bartlett, unpeeled, raw",54.5,0.3,0.0,11.8,3.7
F006601,"Pear, green skin, unpeeled, raw",59.3,0.4,0.0,13.3,3.0
F006585,"Pear, brown skin, unpeeled, raw",55.9,0.4,0.0,12.1,3.8
F006593,"Pear, canned in pear juice",46.4,0.5,0.0,10.6,1.7
F006594,"Pear, canned in pear juice, drained",47.8,0.6,0.0,10.3,2.8
F006595,"Pear, canned in pear juice, juice only",44.2,0.2,0.0,11.0,0.2
F006604,"Pear, nashi, unpeeled, raw",49.2,0.2,0.0,11.2,2.1
F006628,"Persimmon, peeled, raw",70.3,0.6,0.1,16.0,2.7
F006702,"Pineapple, peeled, raw",39.4,0.5,0.0,8.6,1.3
F009885,"Pineapple, peeled, frozen",40.4,0.5,0.0,8.8,1.3
F006707,"Pineapple, canned in pineapple juice",56.4,0.5,0.6,12.0,0.8
F006708,"Pineapple, canned in juice, drained",45.4,0.0,0.0,10.9,1.1
F006710,"Pineapple, canned in pineapple juice, juice only",44.7,0.3,0.0,10.6,0.0
F006711,"Pineapple, canned in syrup",86.0,0.3,0.6,19.8,0.7
F006712,"Pineapple, canned in syrup, drained",70.7,0.0,0.0,17.5,1.2
F006713,"Pineapple, canned in syrup, syrup only",88.4,0.3,0.0,22.0,0.0
F006832,"Plum, unpeeled, raw",50.0,0.6,0.0,10.2,2.0
F006825,"Plum, dark, canned in syrup",88.7,0.4,0.0,21.6,1.0
F006826,"Plum, dark, canned in syrup, drained",92.3,0.5,0.1,21.8,2.0
F006827,"Plum, dark, canned in syrup, syrup only",84.6,0.3,0.0,21.3,0.0
F006828,"Plum, davidson (native), flesh",66.9,1.0,0.2,14.3,2.0
F006830,"Plum, salted",204.8,3.7,0.0,44.9,9.3
F006842,"Pomegranate, peeled, raw",78.6,1.9,0.2,13.5,6.4
F007457,"Prickly pear, peeled, raw",48.8,0.4,0.3,8.8,4.6
F007494,Prune (dried plum),206.7,2.6,0.4,45.0,7.7
F007571,"Quandong, fruit, flesh",50.9,2.5,0.0,8.1,4.2
F007591,"Quince, peeled, raw",57.8,0.5,0.2,11.0,5.2
F007610,Raisin,306.4,2.1,0.9,74.4,2.2
F007612,"Rambutan, raw",74.6,1.0,0.4,15.7,2.8
F007619,"Raspberry, raw",48.0,1.1,0.3,7.0,4.8
F007618,"Raspberry, purchased frozen",48.0,1.1,0.3,7.0,4.8
F007614,"Raspberry, canned in syrup",75.3,0.6,0.1,17.0,2.5
F007615,"Raspberry, canned in syrup, drained",82.0,1.0,0.2,16.2,6.0
F007616,"Raspberry, canned in syrup, syrup only",70.7,0.2,0.0,17.5,0.0
F007628,"Rhubarb, stalk, raw",22.5,1.5,0.2,1.7,2.2
F007630,"Rhubarb, stewed, sugar sweetened, no added fat",65.7,1.4,0.2,13.3,2.1
F008983,Sultana,312.6,2.6,0.3,75.8,3.3
F008952,"Strawberry, raw",31.5,0.7,0.2,5.6,2.1
F008951,"Strawberry, purchased frozen",31.5,0.7,0.2,5.6,2.1
F008945,"Strawberry, canned in syrup",80.1,0.4,0.2,18.9,1.5
F008946,"Strawberry, canned in syrup, drained",84.4,0.9,0.1,18.7,3.5
F008947,"Strawberry, canned in syrup, syrup only",76.7,0.1,0.2,19.0,0.0
F009080,"Tamarillo, peeled, raw",35.9,2.0,0.1,3.4,4.7
F009081,"Tamarind, paste, pure",250.5,2.8,0.6,57.4,5.1
F009087,"Tangelo, peeled, raw",41.1,0.6,0.1,7.8,2.0
F009088,"Tangerine or tangor, peeled, raw",43.0,1.0,0.2,8.1,1.5
F009534,"Wax jambu, raw",26.1,0.7,0.2,4.5,1.9
F004141,"Fruit salad, canned in fruit juice",47.8,0.7,0.1,10.4,1.4
F004142,"Fruit salad, canned in fruit juice, drained",49.5,0.8,0.2,10.1,2.3
F004143,"Fruit salad, canned in fruit juice, juice only",45.7,0.4,0.0,11.0,0.2
F009881,"Mixed berry, frozen",47.8,0.6,0.1,9.6,3.3
F005712,Mixed dried fruit,304.3,2.2,0.7,73.6,3.3
F000243,"Baked beans, canned in tomato sauce",91.1,4.8,0.3,13.0,4.8
F000244,"Baked beans, canned in tomato sauce, reduced salt",91.1,4.8,0.3,13.0,4.8
F000416,"Bean, broad, dried",310.7,24.3,2.1,37.0,18.6
F000419,"Bean, broad, fresh, raw",56.2,6.9,0.5,2.2,7.1
F000418,"Bean, broad, fresh, boiled, drained",60.2,7.4,0.5,2.4,7.6
F000422,"Bean, butter, fresh, raw",24.9,2.3,0.2,2.3,2.3
F000421,"Bean, butter, fresh, boiled, drained",26.8,2.5,0.2,2.5,2.5
F000436,"Bean, haricot, dried",291.6,21.9,2.2,34.8,18.5
F000437,"Bean, haricot, dried, boiled, drained",110.9,8.2,0.7,12.6,8.8
F000441,"Bean, lima, dried",310.5,21.4,1.7,40.6,17.7
F000442,"Bean, lima, dried, boiled, drained",84.8,6.4,0.3,10.2,5.3
F000446,"Bean, mung, whole, dried, uncooked",315.5,24.5,2.0,41.9,13.7
F000449,"Bean, red kidney, dried",298.8,22.5,1.8,35.6,21.5
F000451,"Bean, red kidney, dried, boiled, drained",91.3,7.9,0.5,9.1,7.2
F000453,"Bean, red kidney, fresh, raw",134.1,12.8,0.4,14.7,9.1
F000452,"Bean, red kidney, fresh, boiled, drained",144.4,13.8,0.4,15.8,9.8
F000448,"Bean, red kidney, canned, drained",105.4,6.6,0.6,14.0,6.5
F000458,"Bean, soya (soy), dried",401.8,31.3,20.2,12.5,20.1
F000459,"Bean, soya (soy), dried, boiled, drained",146.7,13.5,7.7,1.4,7.2
F002881,"Chickpea, dried",328.2,19.7,5.5,38.5,20.8
F002882,"Chickpea, dried, boiled, drained",119.3,7.2,2.0,14.0,7.6
F002880,"Chickpea, canned, drained",113.3,6.3,2.1,13.3,5.7
F003539,"Dip, hummus (hommus), commercial",248.3,6.9,19.5,9.4,3.9
F005178,"Lentil, French, hulled, dry",323.4,28.3,2.0,38.8,15.0
F005181,"Lentil, green, hulled, dry",317.9,25.3,1.7,40.9,14.6
F005184,"Lentil, red, hulled, dry",326.0,23.0,1.9,45.7,13.7
F005182,"Lentil, hulled, dry",322.4,25.5,1.9,41.8,14.4
F005177,"Lentil, dried, boiled, drained",92.0,7.3,0.5,11.9,4.1
F005249,"Lupin, dehulled, splits, uncooked",315.5,37.5,7.9,10.0,27.8
F005248,"Lupin, dehulled, flakes, uncooked",309.5,36.9,7.7,10.0,27.0
F005250,"Lupin, whole, uncooked",282.5,28.6,6.5,7.4,41.5
F006543,"Pea, split, dried",341.1,23.0,2.0,50.5,10.1
F006544,"Pea, split, dried, boiled, drained",87.0,6.6,0.4,9.1,8.3
F006541,"Pea, green, whole, dried",310.0,22.0,2.1,40.9,16.8
F006545,"Pea, yellow, whole, dried",325.3,23.3,2.3,43.6,17.7
F000473,"Beef, all cuts, separable fat, raw",592.3,12.1,61.4,0.0,0.0
F000472,"Beef, all cuts, separable fat, cooked, no added fat",553.8,15.3,55.6,0.0,0.0
F000514,"Beef, casserole meat, boneless or bone-in, shin, lean, raw",94.2,21.9,0.6,0.0,0.0
F000513,"Beef, casserole meat, boneless or bone-in, shin, lean, casseroled, no added fat",163.0,33.8,2.8,0.0,0.5
F000518,"Beef, casserole meat, boneless or bone-in, shin, untrimmed, raw",124.0,21.3,4.2,0.0,0.0
F000517,"Beef, casserole meat, boneless or bone-in, shin, untrimmed, casseroled, no added fat",229.4,30.6,11.8,0.0,0.4
F000523,"Beef, casserole meat, boneless, chuck, lean, raw",123.6,23.0,3.4,0.0,0.0
F000522,"Beef, casserole meat, boneless, chuck, lean, casseroled, no added fat",227.8,33.0,10.6,0.0,0.0
F000527,"Beef, casserole meat, boneless, chuck, untrimmed, raw",180.4,21.7,10.4,0.0,0.0
F000526,"Beef, casserole meat, boneless, chuck, untrimmed, casseroled, no added fat",260.3,31.2,15.1,0.0,0.0
F000561,"Beef, diced, lean, raw",137.2,27.9,2.7,0.0,0.0
F000560,"Beef, diced, lean, dry-fried, no added fat",156.1,32.1,2.9,0.0,0.0
F000559,"Beef, diced, lean, casseroled, no added fat",179.3,36.5,3.5,0.0,0.0
F000564,"Beef, diced, untrimmed, raw",146.7,27.6,3.9,0.0,0.0
F000563,"Beef, diced, untrimmed, dry-fried, no added fat",162.0,31.8,3.7,0.0,0.0
F000562,"Beef, diced, untrimmed, casseroled, no added fat",185.0,36.2,4.3,0.0,0.0
F000931,"Beef, stir-fry strips, lean, raw",128.1,27.2,2.0,0.0,0.0
F000929,"Beef, stir-fry strips, lean, dry-fried, no added fat",153.9,30.9,3.2,0.0,0.0
F000934,"Beef, strips, lean, casseroled, no added fat",176.9,37.5,2.8,0.0,0.0
F000933,"Beef, stir-fry strips, untrimmed, raw",133.6,27.0,2.7,0.0,0.0
F000932,"Beef, stir-fry strips, untrimmed, dry-fried, no added fat",157.0,30.8,3.6,0.0,0.0
F000935,"Beef, strips, untrimmed, casseroled, no added fat",179.7,37.3,3.2,0.0,0.0
F000666,"Beef, mince, lower fat, raw",129.3,22.9,4.1,0.0,0.0
F000667,"Beef, mince, lower fat, stir-fried, no added fat",202.9,32.3,8.1,0.0,0.0
F000678,"Beef, mince, regular fat, raw",169.7,22.4,8.9,0.0,0.0
F000679,"Beef, mince, regular fat, stir-fried, no added fat",264.8,29.5,16.4,0.0,0.0
F000655,"Beef, mince, higher fat, raw",183.3,22.5,10.4,0.0,0.0
F000656,"Beef, mince, higher fat, stir-fried, no added fat",231.4,27.6,13.5,0.0,0.0
F000739,"Beef, rump steak, lean, raw",107.6,20.4,2.8,0.0,0.0
F000738,"Beef, rump steak, lean, grilled, no added fat",169.7,32.0,4.5,0.0,0.0
F000765,"Beef, rump steak, untrimmed, raw",130.5,20.0,5.6,0.0,0.0
F000764,"Beef, rump steak, untrimmed, grilled, no added fat",217.5,29.9,10.8,0.0,0.0
F000810,"Beef, sirloin steak, lean, raw",114.7,24.1,1.9,0.0,0.0
F000809,"Beef, sirloin steak, lean, grilled, no added fat",157.5,30.5,3.8,0.0,0.0
F000825,"Beef, sirloin steak, untrimmed, raw",143.2,23.4,5.4,0.0,0.0
F000824,"Beef, sirloin steak, untrimmed, grilled, no added fat",240.7,27.3,14.7,0.0,0.0
F000836,"Beef, steak, boneless, fillet or tenderloin, lean, raw",136.2,22.2,5.2,0.0,0.0
F000835,"Beef, steak, boneless, fillet or tenderloin, lean, grilled, no added fat",178.3,31.9,5.5,0.0,0.0
F000839,"Beef, steak, boneless, fillet or tenderloin, untrimmed, raw",169.7,21.4,9.3,0.0,0.0
F000838,"Beef, steak, boneless, fillet or tenderloin, untrimmed, grilled, no added fat",202.9,30.8,8.8,0.0,0.0
F000826,"Beef, steak, boneless or bone-in, blade, lean, raw",113.3,22.2,2.6,0.0,0.0
F000877,"Beef, steak, boneless or bone-in, blade, lean, grilled, no added fat",155.4,31.9,2.9,0.0,0.0
F000828,"Beef, steak, boneless or bone-in, blade, untrimmed, raw",169.0,21.0,9.5,0.0,0.0
F000879,"Beef, steak, with bone, blade, untrimmed, grilled, no added fat",189.1,30.5,7.4,0.0,0.0
F000841,"Beef, steak, boneless, round, lean, raw",100.4,21.0,1.7,0.0,0.0
F000840,"Beef, steak, boneless, round, lean, grilled, no added fat",147.0,31.8,2.0,0.0,0.0
F000845,"Beef, steak, boneless, round, untrimmed, raw",135.8,20.4,6.0,0.0,0.0
F000844,"Beef, steak, boneless, round, untrimmed, grilled, no added fat",166.6,31.0,4.6,0.0,0.0
F000847,"Beef, steak, boneless, scotch fillet, lean, raw",121.4,23.8,2.8,0.0,0.0
F000846,"Beef, steak, boneless, scotch fillet, lean, grilled, no added fat",169.0,31.9,4.5,0.0,0.0
F000851,"Beef, steak, boneless, scotch fillet, untrimmed, raw",179.5,22.4,10.0,0.0,0.0
F000850,"Beef, steak, boneless, scotch fillet, untrimmed, grilled, no added fat",227.8,29.4,12.3,0.0,0.0
F000887,"Beef, steak, with bone, T-bone, lean, raw",116.4,24.4,2.0,0.0,0.0
F000886,"Beef, steak, with bone, T-bone, lean, grilled, no added fat",152.2,29.2,3.8,0.0,0.0
F000891,"Beef, steak, with bone, T-bone, untrimmed, raw",236.1,21.3,16.9,0.0,0.0
F000890,"Beef, steak, with bone, T-bone, untrimmed, grilled, no added fat",235.2,26.3,14.5,0.0,0.0
F000792,"Beef, silverside roast, lean, raw",118.3,24.1,2.3,0.0,0.0
F000793,"Beef, silverside roast, lean, roasted, no added fat",158.7,26.9,5.6,0.0,0.0
F000798,"Beef, silverside roast, untrimmed, raw",169.7,22.8,8.7,0.0,0.0
F000799,"Beef, silverside roast, untrimmed, roasted, no added fat",190.5,26.0,9.6,0.0,0.0
F000961,"Beef, topside roast, lean, raw",117.1,22.3,3.0,0.0,0.0
F000962,"Beef, topside roast, lean, roasted, no added fat",157.7,32.7,2.8,0.0,0.0
F000966,"Beef, topside roast, untrimmed, raw",162.8,21.3,8.6,0.0,0.0
F000967,"Beef, topside roast, untrimmed, roasted, no added fat",189.5,31.3,7.1,0.0,0.0
F010944,"Meatball or rissole, beef mince, commercial, raw",219.9,15.5,16.3,2.0,1.0
F005484,"Meatball or rissole, beef, commercial, cooked",297.1,20.9,22.0,2.7,1.4
F009360,"Veal, all cuts, separable fat, raw",335.3,19.4,29.0,0.0,0.0
F009359,"Veal, all cuts, separable fat, cooked",376.0,20.7,33.0,0.0,0.0
F009370,"Veal, cutlet, with bone, lean, raw",109.7,24.6,1.1,0.0,0.0
F009369,"Veal, cutlet, with bone, lean, grilled, no added fat",131.9,28.1,2.0,0.0,0.0
F009374,"Veal, cutlet, with bone, untrimmed, raw",125.0,24.2,3.0,0.0,0.0
F009373,"Veal, cutlet, with bone, untrimmed, grilled, no added fat",151.1,27.5,4.4,0.0,0.0
F009379,"Veal, diced, lean, raw",107.1,23.1,1.5,0.0,0.0
F009380,"Veal, diced, lean, stir-fried, no added fat",156.1,31.9,3.0,0.0,0.0
F009381,"Veal, diced, untrimmed, raw",111.4,23.0,2.0,0.0,0.0
F009382,"Veal, diced, untrimmed, stir-fried, no added fat",162.3,31.6,3.8,0.0,0.0
F009438,"Veal, stir-fry strips, lean, raw",128.1,27.2,2.0,0.0,0.0
F009439,"Veal, stir-fry strips, lean, stir-fried, no added fat",146.7,30.0,2.8,0.0,0.0
F009440,"Veal, stir-fry strips, untrimmed, raw",131.7,27.1,2.5,0.0,0.0
F009441,"Veal, stir-fry strips, untrimmed, stir-fried, no added fat",148.9,29.9,3.1,0.0,0.0
F009433,"Veal, steak, boneless, leg, lean, raw",112.3,24.4,1.5,0.0,0.0
F009432,"Veal, steak, boneless, leg, lean, grilled, no added fat",156.5,34.4,1.9,0.0,0.0
F009435,"Veal, steak, boneless, leg, untrimmed, raw",115.2,24.3,1.8,0.0,0.0
F009434,"Veal, steak, boneless, leg, untrimmed, grilled, no added fat",161.3,34.1,2.6,0.0,0.0
F004831,"Lamb, all cuts, separable fat, raw",553.3,10.8,57.6,0.0,0.0
F004830,"Lamb, all cuts, separable fat, cooked",538.0,16.2,53.4,0.0,0.0
F004899,"Lamb, chop, with bone, chump, lean, raw",129.5,22.5,4.3,0.0,0.0
F004898,"Lamb, chop, with bone, chump, lean, grilled, no added fat",228.7,34.1,10.2,0.0,0.0
F004911,"Lamb, chop, with bone, chump, untrimmed, raw",234.5,19.6,17.5,0.0,0.0
F004910,"Lamb, chop, with bone, chump, untrimmed, grilled, no added fat",299.0,30.0,20.0,0.0,0.0
F004885,"Lamb, chop, with bone, forequarter, lean, raw",133.6,20.5,5.7,0.0,0.0
F004884,"Lamb, chop, with bone, forequarter, lean, grilled, no added fat",214.6,28.0,11.4,0.0,0.0
F004888,"Lamb, chop, with bone, forequarter, untrimmed, raw",269.1,17.4,22.4,0.0,0.0
F004883,"Lamb, chop, with bone, forequarter, grilled, no added fat",280.1,25.6,19.9,0.0,0.0
F005027,"Lamb, loin chop, lean, raw",160.4,28.6,5.0,0.0,0.0
F005026,"Lamb, loin chop, lean, grilled, no added fat",201.5,29.8,9.1,0.0,0.0
F005044,"Lamb, loin chop, untrimmed, raw",305.0,22.0,24.4,0.0,0.0
F005043,"Lamb, loin chop, untrimmed, grilled, no added fat",275.8,26.8,18.9,0.0,0.0
F004919,"Lamb, cutlet or frenched cutlet, with bone, lean, raw",139.8,20.9,6.2,0.0,0.0
F004918,"Lamb, cutlet or frenched cutlet, with bone, lean, grilled, no added fat",200.0,30.5,8.6,0.0,0.0
F004923,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, raw",233.3,18.6,17.8,0.0,0.0
F004922,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, grilled, no added fat",278.0,27.2,18.9,0.0,0.0
F004928,"Lamb, diced, lean, raw",132.4,21.3,5.2,0.0,0.0
F004929,"Lamb, diced, lean, stir-fried, no added fat",184.8,31.3,6.5,0.0,0.0
F004927,"Lamb, diced, lean, casseroled, no added fat",185.5,32.2,6.2,0.0,0.0
F004931,"Lamb, diced, untrimmed, raw",140.5,21.1,6.2,0.0,0.0
F004932,"Lamb, diced, untrimmed, stir-fried, no added fat",192.6,31.0,7.6,0.0,0.0
F004930,"Lamb, diced, untrimmed, casseroled, no added fat",193.4,31.8,7.2,0.0,0.0
F005121,"Lamb, stir-fry strips, lean, raw",126.2,21.9,4.2,0.0,0.0
F005122,"Lamb, stir-fry strips, lean, stir-fried, no added fat",182.4,28.1,7.7,0.0,0.0
F005120,"Lamb, stir-fry strips, lean, casseroled, no added fat",185.5,32.2,6.2,0.0,0.0
F005125,"Lamb, stir-fry strips, untrimmed, raw",138.1,21.6,5.7,0.0,0.0
F005126,"Lamb, stir-fry strips, untrimmed, stir-fried, no added fat",186.7,28.0,8.3,0.0,0.0
F005124,"Lamb, stir-fry strips, untrimmed, casseroled, no added fat",189.8,32.0,6.8,0.0,0.0
F005049,"Lamb, mince, raw",143.9,20.4,6.9,0.0,0.0
F005050,"Lamb, mince, stir-fried, no added fat",174.2,24.4,8.5,0.0,0.0
F005013,"Lamb, leg roast, lean, raw",114.0,21.1,3.2,0.0,0.0
F005014,"Lamb, leg roast, lean, roasted, no added fat",177.3,30.6,6.0,0.0,0.0
F005017,"Lamb, leg roast, untrimmed, raw",187.9,19.4,12.3,0.0,0.0
F005018,"Lamb, leg roast, untrimmed, roasted, no added fat",229.0,28.5,12.8,0.0,0.0
F005053,"Lamb, mini roast, lean, roasted, no added fat",162.5,27.8,5.6,0.0,0.0
F005055,"Lamb, mini roast, untrimmed, roasted, no added fat",205.1,26.5,11.0,0.0,0.0
F005074,"Lamb, roasting piece, shoulder, lean, raw",111.9,18.2,4.3,0.0,0.0
F005067,"Lamb, roasting piece, shoulder, lean, roasted, no added fat",168.0,29.6,5.4,0.0,0.0
F005077,"Lamb, roasting piece, shoulder, untrimmed, raw",213.7,16.5,16.6,0.0,0.0
F005078,"Lamb, roasting piece, shoulder, untrimmed, roasted, no added fat",261.7,26.2,17.5,0.0,0.0
F004948,"Lamb, eye of loin, lean, raw",119.0,20.8,3.9,0.0,0.0
F004947,"Lamb, eye of loin, lean, microwaved, no added fat",158.5,26.8,5.6,0.0,0.0
F004951,"Lamb, eye of loin, untrimmed, raw",130.3,20.6,5.3,0.0,0.0
F004950,"Lamb, eye of loin, untrimmed, microwaved, no added fat",165.2,26.6,6.5,0.0,0.0
F004954,"Lamb, fillet, lean, raw",115.9,19.8,4.0,0.0,0.0
F004953,"Lamb, fillet, lean, grilled, no added fat",160.4,27.5,5.5,0.0,0.0
F004956,"Lamb, fillet, untrimmed, raw",139.6,19.3,6.9,0.0,0.0
F004955,"Lamb, fillet, untrimmed, grilled, no added fat",169.0,27.2,6.6,0.0,0.0
F005095,"Lamb, steak, boneless, lean, raw",130.5,21.9,4.7,0.0,0.0
F005094,"Lamb, steak, boneless, lean, grilled, no added fat",183.8,30.8,6.6,0.0,0.0
F005099,"Lamb, steak, boneless, untrimmed, raw",186.9,20.4,11.8,0.0,0.0
F005098,"Lamb, steak, boneless, untrimmed, grilled, no added fat",223.9,29.2,11.9,0.0,0.0
F005139,"Lamb, with bone, shin, lean, raw",114.0,23.9,1.9,0.0,0.0
F005138,"Lamb, with bone, shin, lean, casseroled, no added fat",180.4,34.6,4.5,0.0,0.0
F005143,"Lamb, with bone, shin, untrimmed, raw",187.6,21.7,11.2,0.0,0.0
F005142,"Lamb, with bone, shin, untrimmed, casseroled, no added fat",230.6,32.0,11.4,0.0,0.0
F005977,"Mutton, all cuts, separable fat, raw",602.8,8.2,64.4,0.0,0.0
F005976,"Mutton, all cuts, separable fat, cooked",643.9,10.7,67.9,0.0,0.0
F005979,"Mutton, boneless dice or strips, shoulder, lean, raw",123.8,21.3,4.2,0.0,0.0
F005978,"Mutton, boneless dice or strips, shoulder, lean, casseroled, no added fat",248.8,36.4,11.4,0.0,0.0
F005980,"Mutton, boneless dice or strips, shoulder, semi-trimmed, casseroled, no added fat",266.5,35.2,13.9,0.0,0.0
F005983,"Mutton, boneless dice or strips, shoulder, untrimmed, raw",171.1,20.0,10.2,0.0,0.0
F005982,"Mutton, boneless dice or strips, shoulder, untrimmed, casseroled, no added fat",271.7,34.9,14.7,0.0,0.0
F005997,"Mutton, roasting piece, with bone, leg, lean, raw",121.7,21.6,3.8,0.0,0.0
F005998,"Mutton, roasting piece, with bone, leg, lean, roasted, no added fat",189.3,29.8,7.7,0.0,0.0
F006001,"Mutton, roasting piece, with bone, leg, untrimmed, raw",193.8,19.6,12.9,0.0,0.0
F006002,"Mutton, roasting piece, with bone, leg, untrimmed, roasted, no added fat",261.0,26.8,17.2,0.0,0.0
F001920,"Buffalo, riverine, cube roll, raw",155.4,23.9,6.6,0.0,0.0
F001921,"Buffalo, riverine, topside, raw",118.5,24.4,2.2,0.0,0.0
F001922,"Buffalo, swamp, cube roll, raw",121.2,24.4,2.5,0.0,0.0
F001923,"Buffalo, swamp, topside, raw",107.1,24.6,0.8,0.0,0.0
F002205,"Camel, cube roll, raw",150.6,20.3,7.7,0.0,0.0
F002206,"Camel, rump, raw",113.5,21.4,3.0,0.0,0.0
F009789,"Camel, steak, as purchased, raw",122.8,20.8,4.3,0.0,0.0
F009829,"Camel, steak, as purchased, fried, no added fat",188.8,32.0,6.7,0.0,0.0
F004230,"Goat, all cuts, separable fat, raw",443.4,12.2,44.6,0.0,0.0
F004229,"Goat, all cuts, separable fat, baked, no added fat",610.9,10.0,64.5,0.0,0.0
F004233,"Goat, forequarter, lean, raw",103.3,21.6,1.8,0.0,0.0
F004232,"Goat, forequarter, lean, baked, no added fat",161.6,30.8,4.2,0.0,0.0
F004235,"Goat, leg, lean, raw",109.0,22.2,2.1,0.0,0.0
F004234,"Goat, leg, lean, baked, no added fat",166.1,33.8,3.2,0.0,0.0
F004237,"Goat, loin, lean, raw",103.3,22.2,1.4,0.0,0.0
F004236,"Goat, loin, lean, baked, no added fat",146.3,29.2,3.1,0.0,0.0
F004240,"Goat, meat, all cuts, lean, raw",105.2,22.0,1.8,0.0,0.0
F004238,"Goat, meat, all cuts, lean, baked, no added fat",158.0,31.3,3.5,0.0,0.0
F004239,"Goat, meat, all cuts, lean, casseroled, no added fat",208.2,43.6,3.5,0.0,0.0
F004243,"Goat, meat, all cuts, untrimmed, raw",135.3,21.2,5.6,0.0,0.0
F004241,"Goat, meat, all cuts, untrimmed, baked, no added fat",202.4,29.2,9.5,0.0,0.0
F004242,"Goat, meat, all cuts, untrimmed, casseroled, no added fat",241.6,37.8,10.0,0.0,0.0
F007601,"Rabbit, farmed, whole, raw",112.8,23.2,2.1,0.0,0.0
